Name	Collection	Experiment	Water	Cutting	Season	Defoliation	SowingDate	FD	GrowthSeason	Rotation	StartDate	MidDate	FinishDate	Interval	Variable	VariableUnits	Period	Clock.Today	Time	Observed	StdDEV	ExperimentID	Treatment	ID	Month	Stage	Trend
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	Shootpopulation	Fraction	11_12	2/11/2011	12:00:00	1383.8	125.6	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	TotalLeafNo	Fraction	11_12	2/11/2011	12:00:00	9.4	1.3	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	LAI	m2/m2	11_12	2/11/2011	12:00:00	1.6	0.2	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	ShootWt	kg/ha	11_12	2/11/2011	12:00:00	1160.1	94.7	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	NodeNumber	Fraction	11_12	2/11/2011	12:00:00	7	0.2	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	SGA	kg/ha	11_12	2/11/2011	12:00:00	10615.5	486.8	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	Shootpopulation	Fraction	11_12	2/11/2011	12:00:00	1075	148.4	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	TotalLeafNo	Fraction	11_12	2/11/2011	12:00:00	8.8	0.9	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	LAI	m2/m2	11_12	2/11/2011	12:00:00	1.8	0.4	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	ShootWt	kg/ha	11_12	2/11/2011	12:00:00	1295.9	250.5	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	NodeNumber	Fraction	11_12	2/11/2011	12:00:00	7.2	0.2	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	SGA	kg/ha	11_12	2/11/2011	12:00:00	10496.8	594.7	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	Shootpopulation	Fraction	11_12	2/11/2011	12:00:00	1207.5	189.9	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	TotalLeafNo	Fraction	11_12	2/11/2011	12:00:00	8.9	0.7	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	LAI	m2/m2	11_12	2/11/2011	12:00:00	1.9	0.4	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	ShootWt	kg/ha	11_12	2/11/2011	12:00:00	1318.5	326	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	NodeNumber	Fraction	11_12	2/11/2011	12:00:00	7.3	0.2	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	SGA	kg/ha	11_12	2/11/2011	12:00:00	11079.8	721.1	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	Shootpopulation	Fraction	11_12	2/11/2011	12:00:00	1146.3	164.9	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	TotalLeafNo	Fraction	11_12	2/11/2011	12:00:00	9.3	1.4	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	LAI	m2/m2	11_12	2/11/2011	12:00:00	1.3	0.1	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	ShootWt	kg/ha	11_12	2/11/2011	12:00:00	899.2	76.3	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	NodeNumber	Fraction	11_12	2/11/2011	12:00:00	7.3	0.3	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	SGA	kg/ha	11_12	2/11/2011	12:00:00	11033.8	205.2	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	Shootpopulation	Fraction	11_12	2/11/2011	12:00:00	1030	98.3	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	21	TotalLeafNo	Fraction	11_12	2/11/2011	12:00:00	9.4	1	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	22	SWC	mm	11_12	3/11/2011	12:00:00	681.7	42.1	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	22	SWC	mm	11_12	3/11/2011	12:00:00	725.1	26.8	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	22	SWC	mm	11_12	3/11/2011	12:00:00	705.8	25.1	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	22	SWC	mm	11_12	3/11/2011	12:00:00	689.3	54.9	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	22	SWC	mm	11_12	3/11/2011	12:00:00	713	53.2	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD6	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD6	FD5	1	1	10/10/2011	22/11/2011	4/01/2012	24	SWC	mm	11_12	3/11/2011	12:00:00	737.9	14.5	E5	DLLS6	E5DLLS6	11	Seedling	Inc
Iversen_12SowingDateSD6	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD6	FD5	1	1	10/10/2011	22/11/2011	4/01/2012	25	NodeNumber	Fraction	11_12	4/11/2011	12:00:00	0.7	0.1	E5	DLLS6	E5DLLS6	11	Seedling	Inc
Iversen_12SowingDateSD6	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD6	FD5	1	1	10/10/2011	22/11/2011	4/01/2012	25	TotalLeafNo	Fraction	11_12	4/11/2011	12:00:00	0.7	0.1	E5	DLLS6	E5DLLS6	11	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	26	NodeNumber	Fraction	11_12	7/11/2011	12:00:00	8.6	0.2	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	26	TotalLeafNo	Fraction	11_12	7/11/2011	12:00:00	13.1	1.1	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	26	NodeNumber	Fraction	11_12	7/11/2011	12:00:00	8.4	0.3	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	26	TotalLeafNo	Fraction	11_12	7/11/2011	12:00:00	11.6	1	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	26	NodeNumber	Fraction	11_12	7/11/2011	12:00:00	8.4	0.3	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	26	TotalLeafNo	Fraction	11_12	7/11/2011	12:00:00	11.9	1	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	26	NodeNumber	Fraction	11_12	7/11/2011	12:00:00	8.4	0.3	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	26	TotalLeafNo	Fraction	11_12	7/11/2011	12:00:00	12.1	2.1	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	26	NodeNumber	Fraction	11_12	7/11/2011	12:00:00	8.5	0.4	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	26	TotalLeafNo	Fraction	11_12	7/11/2011	12:00:00	12.5	1.6	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD7	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD7	FD5	1	1	7/11/2011	16/12/2011	25/01/2012	0	LAI	m2/m2	11_12	7/11/2011	12:00:00	0	0	E5	DLLS7	E5DLLS7	11	Seedling	Inc
Iversen_12SowingDateSD7	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD7	FD5	1	1	7/11/2011	16/12/2011	25/01/2012	0	ShootWt	kg/ha	11_12	7/11/2011	12:00:00	0	0	E5	DLLS7	E5DLLS7	11	Seedling	Inc
Iversen_12SowingDateSD6	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD6	FD5	1	1	10/10/2011	22/11/2011	4/01/2012	29	NodeNumber	Fraction	11_12	8/11/2011	12:00:00	1.4	0.1	E5	DLLS6	E5DLLS6	11	Seedling	Inc
Iversen_12SowingDateSD6	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD6	FD5	1	1	10/10/2011	22/11/2011	4/01/2012	29	SWC	mm	11_12	8/11/2011	12:00:00	735.9	13.1	E5	DLLS6	E5DLLS6	11	Seedling	Inc
Iversen_12SowingDateSD6	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD6	FD5	1	1	10/10/2011	22/11/2011	4/01/2012	29	TotalLeafNo	Fraction	11_12	8/11/2011	12:00:00	1.4	0.1	E5	DLLS6	E5DLLS6	11	Seedling	Inc
Iversen_12SowingDateSD7	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD7	FD5	1	1	7/11/2011	16/12/2011	25/01/2012	1	SWC	mm	11_12	8/11/2011	12:00:00	727	15.2	E5	DLLS7	E5DLLS7	11	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	LAI	m2/m2	11_12	9/11/2011	12:00:00	3.3	0.4	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	ShootWt	kg/ha	11_12	9/11/2011	12:00:00	2172	264.5	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	SGA	kg/ha	11_12	9/11/2011	12:00:00	11451.5	319.5	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	Shootpopulation	Fraction	11_12	9/11/2011	12:00:00	1248.8	117.8	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	LAI	m2/m2	11_12	9/11/2011	12:00:00	3.3	0.3	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	ShootWt	kg/ha	11_12	9/11/2011	12:00:00	2055.7	189	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	SGA	kg/ha	11_12	9/11/2011	12:00:00	11973.3	672.2	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	Shootpopulation	Fraction	11_12	9/11/2011	12:00:00	1236.3	125.7	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	LAI	m2/m2	11_12	9/11/2011	12:00:00	3.1	0.4	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	ShootWt	kg/ha	11_12	9/11/2011	12:00:00	2131.1	162.4	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	SGA	kg/ha	11_12	9/11/2011	12:00:00	10918	635.5	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	Shootpopulation	Fraction	11_12	9/11/2011	12:00:00	1141.3	100.2	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	LAI	m2/m2	11_12	9/11/2011	12:00:00	3	0.5	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	ShootWt	kg/ha	11_12	9/11/2011	12:00:00	1982.4	314.1	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	SGA	kg/ha	11_12	9/11/2011	12:00:00	11359.4	306.2	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	Shootpopulation	Fraction	11_12	9/11/2011	12:00:00	1072.5	141.1	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	LAI	m2/m2	11_12	9/11/2011	12:00:00	2.4	0.4	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	ShootWt	kg/ha	11_12	9/11/2011	12:00:00	1572.2	157.1	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	SGA	kg/ha	11_12	9/11/2011	12:00:00	11208.5	828.9	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	28	Shootpopulation	Fraction	11_12	9/11/2011	12:00:00	906.3	24.3	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	31	NodeNumber	Fraction	11_12	12/11/2011	12:00:00	10.1	0.1	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	31	TotalLeafNo	Fraction	11_12	12/11/2011	12:00:00	17.1	1.7	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	31	NodeNumber	Fraction	11_12	12/11/2011	12:00:00	10.1	0.6	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	31	TotalLeafNo	Fraction	11_12	12/11/2011	12:00:00	15.4	1.5	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	31	NodeNumber	Fraction	11_12	12/11/2011	12:00:00	9.8	0.3	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	31	TotalLeafNo	Fraction	11_12	12/11/2011	12:00:00	16.5	1.2	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	31	NodeNumber	Fraction	11_12	12/11/2011	12:00:00	9.9	0.3	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	31	TotalLeafNo	Fraction	11_12	12/11/2011	12:00:00	16.6	2.2	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	31	NodeNumber	Fraction	11_12	12/11/2011	12:00:00	10.1	0.3	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	31	TotalLeafNo	Fraction	11_12	12/11/2011	12:00:00	17.7	2.6	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD6	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD6	FD5	1	1	10/10/2011	22/11/2011	4/01/2012	33	NodeNumber	Fraction	11_12	12/11/2011	12:00:00	2.1	0.4	E5	DLLS6	E5DLLS6	11	Seedling	Inc
Iversen_12SowingDateSD6	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD6	FD5	1	1	10/10/2011	22/11/2011	4/01/2012	33	TotalLeafNo	Fraction	11_12	12/11/2011	12:00:00	2.1	0.4	E5	DLLS6	E5DLLS6	11	Seedling	Inc
Iversen_12SowingDateSD6	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD6	FD5	1	1	10/10/2011	22/11/2011	4/01/2012	34	SWC	mm	11_12	13/11/2011	12:00:00	749.6	12.3	E5	DLLS6	E5DLLS6	11	Seedling	Inc
Iversen_12SowingDateSD7	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD7	FD5	1	1	7/11/2011	16/12/2011	25/01/2012	6	SWC	mm	11_12	13/11/2011	12:00:00	733.3	21.5	E5	DLLS7	E5DLLS7	11	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	34	SWC	mm	11_12	15/11/2011	12:00:00	669.9	46.1	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD2	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD2	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	34	SWC	mm	11_12	15/11/2011	12:00:00	719.3	31.4	E5	DLLS2	E5DLLS2	11	Regrowth	Inc
Iversen_12SowingDateSD3	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD3	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	34	SWC	mm	11_12	15/11/2011	12:00:00	699.2	29.6	E5	DLLS3	E5DLLS3	11	Regrowth	Inc
Iversen_12SowingDateSD4	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD4	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	34	SWC	mm	11_12	15/11/2011	12:00:00	666.4	51.4	E5	DLLS4	E5DLLS4	11	Regrowth	Inc
Iversen_12SowingDateSD5	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD5	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	34	SWC	mm	11_12	15/11/2011	12:00:00	687.2	46.6	E5	DLLS5	E5DLLS5	11	Regrowth	Inc
Iversen_12SowingDateSD6	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD6	FD5	1	1	10/10/2011	22/11/2011	4/01/2012	36	SWC	mm	11_12	15/11/2011	12:00:00	741.3	10	E5	DLLS6	E5DLLS6	11	Seedling	Inc
Iversen_12SowingDateSD7	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD7	FD5	1	1	7/11/2011	16/12/2011	25/01/2012	8	SWC	mm	11_12	15/11/2011	12:00:00	721.6	24	E5	DLLS7	E5DLLS7	11	Seedling	Inc
Iversen_12SowingDateSD6	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD6	FD5	1	1	10/10/2011	22/11/2011	4/01/2012	37	NodeNumber	Fraction	11_12	16/11/2011	12:00:00	2.8	0.3	E5	DLLS6	E5DLLS6	11	Seedling	Inc
Iversen_12SowingDateSD6	2010_2012	Lincoln2010	irr	LL	Spring	LL	SD6	FD5	1	1	10/10/2011	22/11/2011	4/01/2012	37	TotalLeafNo	Fraction	11_12	16/11/2011	12:00:00	2.9	0.3	E5	DLLS6	E5DLLS6	11	Seedling	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	36	LAI	m2/m2	11_12	17/11/2011	12:00:00	4.1	0.6	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	36	ShootWt	kg/ha	11_12	17/11/2011	12:00:00	3589	435.3	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	36	NodeNumber	Fraction	11_12	17/11/2011	12:00:00	11.1	0.3	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
Iversen_12SowingDateSD1	2010_2012	Lincoln2010	dry	LL	Spring	LL	SD1	FD5	2	2	12/10/2011	30/10/2011	17/11/2011	36	SGA	kg/ha	11_12	17/11/2011	12:00:00	8656.3	823.8	E5	DLLS1	E5DLLS1	11	Regrowth	Inc
